CustomerID,Age,Gender,Location,IncomeLevel,PurchaseFrequency,AvgOrderValue,RecencyDays,TenureDays,Churned,CLV
CUST1392,29,Male,Urban,Medium,4,64.81,58,1516,0,1076.73
CUST1393,40,Male,Urban,Medium,3,35.25,291,592,1,85.76
CUST1394,32,Female,Suburban,Medium,2,46.45,340,604,0,153.73
CUST1395,45,Female,Urban,Low,3,28.28,66,1133,0,263.35
CUST1396,51,Female,Rural,Medium,3,35.11,26,1051,0,303.29
CUST1397,19,Male,Suburban,Low,6,58.26,298,372,1,178.13
CUST1398,49,Male,Suburban,High,6,75.88,77,1285,0,1602.84
CUST1399,40,Female,Urban,High,2,58.47,286,1931,0,618.66
CUST1400,39,Male,Suburban,High,2,56.12,36,642,0,197.42
CUST1401,42,Female,Rural,High,3,100.98,19,158,1,65.57
CUST1402,39,Female,Urban,Low,10,61.21,278,1072,1,898.86
CUST1403,39,Female,Urban,Low,1,31.33,321,386,0,33.13
CUST1404,59,Male,Suburban,Medium,4,16.33,313,1472,0,263.43
CUST1405,23,Male,Urban,High,3,57.58,267,988,0,467.58
CUST1406,32,Male,Urban,Low,8,21.87,282,1659,0,795.23
CUST1407,60,Female,Urban,Low,1,29.97,19,110,1,4.52
CUST1408,54,Male,Urban,High,8,56.07,339,1668,0,2049.86
CUST1409,50,Female,Suburban,Low,8,70.8,140,1934,0,3001.14
CUST1410,25,Male,Urban,Medium,5,44.29,67,695,0,421.67
CUST1411,61,Other,Rural,Medium,9,25.88,312,810,0,516.89
CUST1412,61,Male,Suburban,Low,5,47.07,18,1171,0,755.05
CUST1413,22,Male,Suburban,Low,10,44.56,261,1907,0,2328.11
CUST1414,56,Male,Suburban,Medium,9,52.35,112,1547,1,998.45
CUST1415,21,Female,Rural,Medium,4,25.95,115,820,0,233.19
CUST1416,23,Female,Urban,High,5,33.26,166,521,0,237.38
CUST1417,62,Female,Rural,Medium,7,70.47,67,1928,0,2605.65
CUST1418,49,Male,Suburban,Low,8,65.23,255,254,1,181.57
CUST1419,47,Male,Suburban,Medium,4,73.28,70,1016,0,815.92
CUST1420,64,Female,Suburban,Medium,2,12.99,308,448,1,15.94
CUST1421,52,Male,Urban,Low,8,32.28,203,809,1,286.19
CUST1422,57,Male,Urban,Medium,7,69.82,127,166,1,111.14
CUST1423,33,Other,Suburban,Low,5,61.85,321,255,0,216.05
CUST1424,30,Other,Urban,Low,9,58.15,80,1387,0,1988.73
CUST1425,59,Female,Suburban,Low,8,42.75,176,1282,0,1201.22
CUST1426,47,Female,Urban,Medium,6,37.6,113,352,0,217.56
CUST1427,36,Male,Urban,Medium,6,50.64,111,1161,1,483.23
CUST1428,34,Male,Urban,Medium,5,41.03,309,841,0,472.69
CUST1429,36,Female,Urban,Medium,4,60.56,137,474,0,314.58
CUST1430,45,Female,Suburban,High,9,50.74,133,1970,0,2464.71
CUST1431,43,Male,Urban,Low,2,30.58,328,36,1,3.02
CUST1432,54,Male,Rural,Low,8,62.7,189,157,0,215.76
CUST1433,43,Male,Suburban,Low,5,75.09,277,1406,0,1446.25
CUST1434,40,Female,Urban,Low,4,76.42,225,296,0,247.89
CUST1435,26,Female,Suburban,Medium,5,63.47,103,714,1,310.39
CUST1436,29,Female,Rural,Medium,3,63.74,107,957,0,501.36
CUST1437,18,Male,Suburban,Medium,8,26.78,63,243,0,142.63
CUST1438,18,Other,Urban,Low,7,36.57,245,276,0,193.57
CUST1439,64,Female,Rural,Medium,4,46.63,173,1671,1,426.95
CUST1440,51,Male,Suburban,Medium,2,61.85,333,1648,0,558.51
CUST1441,49,Male,Urban,Low,3,37.99,331,1857,1,289.92
CUST1442,42,Male,Urban,Medium,2,43.86,210,1427,0,342.95
CUST1443,57,Male,Suburban,High,7,61.19,191,450,0,528.08
CUST1444,62,Female,Urban,Medium,5,52.74,158,1768,0,1277.32
CUST1445,18,Male,Rural,Medium,6,56.68,319,1094,0,1019.31
CUST1446,33,Female,Urban,Medium,2,34.44,225,746,0,140.78
CUST1447,56,Male,Rural,Low,6,43.59,172,1401,0,1003.88
CUST1448,22,Male,Suburban,Medium,3,40.61,323,1614,0,538.72
CUST1449,39,Male,Urban,Low,3,49.98,36,172,0,70.66
CUST1450,46,Male,Urban,Low,3,41.34,134,170,0,57.76
CUST1451,20,Female,Suburban,Medium,6,38.62,37,594,1,188.55
CUST1452,29,Female,Suburban,High,5,52.5,93,136,1,48.9
CUST1453,43,Female,Suburban,Medium,8,91.93,75,62,0,124.92
CUST1454,33,Female,Urban,Medium,4,61.67,244,1253,0,846.82
CUST1455,54,Male,Urban,High,5,14.4,183,148,1,14.6
CUST1456,39,Male,Urban,High,5,57.03,205,1853,1,723.81
CUST1457,46,Male,Suburban,Medium,7,39.7,187,258,1,98.22
CUST1458,31,Female,Urban,Low,6,31.18,166,1683,0,862.62
CUST1459,45,Male,Urban,High,1,64.08,115,717,0,125.88
CUST1460,22,Male,Suburban,Low,2,51.54,207,1238,0,349.62
CUST1461,64,Female,Rural,Medium,7,99.73,245,859,0,1642.95
CUST1462,47,Male,Urban,Low,9,47.71,333,1040,0,1223.47
CUST1463,63,Male,Urban,Medium,10,45.48,161,879,0,1095.26
CUST1464,22,Male,Suburban,Low,7,73.94,13,1268,0,1798.06
CUST1465,29,Female,Suburban,Medium,7,50.44,294,762,0,737.11
CUST1466,33,Female,Urban,Medium,2,28.86,236,1183,0,187.08
CUST1467,43,Female,Rural,Low,5,32.38,273,874,0,387.67
CUST1468,43,Male,Rural,Medium,5,43.43,114,301,1,89.54
CUST1469,38,Other,Urban,High,7,63.15,152,1811,1,1096.65
CUST1470,56,Female,Urban,High,5,75.44,26,664,0,686.19
CUST1471,53,Male,Suburban,Low,6,66.04,168,1061,1,575.9
CUST1472,50,Female,Suburban,Medium,4,61.36,32,432,0,290.49
CUST1473,47,Male,Urban,Medium,11,71.94,221,957,0,2074.83
CUST1474,54,Female,Suburban,Medium,5,62.42,206,1632,1,697.74
CUST1475,40,Female,Suburban,Low,6,31.94,342,656,0,344.43
CUST1476,27,Male,Urban,Medium,3,45.58,98,1422,0,532.72
CUST1477,22,Other,Suburban,High,1,39.7,91,1853,0,201.55
CUST1478,53,Female,Rural,Medium,5,75.25,214,646,0,665.91
CUST1479,51,Female,Urban,Medium,5,30.91,188,1010,0,427.66
CUST1480,48,Male,Urban,Medium,5,31.3,57,566,0,242.68
CUST1481,27,Male,Urban,Low,6,53.4,107,1106,0,970.86
CUST1482,36,Male,Rural,Medium,1,88.58,195,276,1,33.49
CUST1483,49,Female,Rural,Medium,11,64.7,22,366,0,713.65
CUST1484,18,Male,Urban,Low,1,70.83,186,1334,0,258.87
CUST1485,22,Female,Suburban,High,5,27.86,85,62,0,23.66
CUST1486,62,Female,Suburban,Low,6,63.38,80,828,1,431.33
CUST1487,21,Male,Suburban,High,5,27.78,329,577,1,109.79
CUST1488,33,Female,Urban,Medium,5,64.62,77,1396,1,617.87
CUST1489,41,Male,Urban,Low,3,18.58,330,920,0,140.5
CUST1490,33,Other,Urban,Medium,5,43.22,341,1292,0,764.93
CUST1491,19,Female,Suburban,Medium,2,10.0,177,1545,0,84.66
CUST1492,45,Male,Urban,Low,7,32.31,174,758,0,469.69
CUST1493,49,Male,Rural,Medium,6,21.51,82,1230,0,434.91
CUST1494,44,Male,Urban,Medium,5,63.02,21,73,1,31.51
CUST1495,37,Female,Urban,Medium,4,51.89,179,333,0,189.36
CUST1496,41,Female,Suburban,Low,4,40.65,330,1723,1,383.78
CUST1497,29,Female,Suburban,Medium,6,52.34,225,298,0,256.39
CUST1498,52,Male,Urban,Low,11,33.38,265,712,1,358.13
CUST1499,50,Male,Urban,Medium,6,56.44,269,1786,0,1657.02
CUST1500,50,Male,Rural,Low,4,48.45,251,429,1,113.89
CUST1501,60,Female,Urban,High,0,95.62,273,1795,0,0.0
CUST1502,54,Female,Urban,Medium,5,82.67,343,632,1,357.86
CUST1503,29,Male,Rural,Medium,3,68.81,272,951,0,537.85
CUST1504,20,Male,Urban,Medium,2,55.85,280,1000,0,306.03
CUST1505,18,Female,Urban,Low,4,58.41,223,460,0,294.45
CUST1506,50,Female,Urban,Low,5,74.82,75,450,0,461.22
CUST1507,57,Female,Urban,High,8,55.76,151,160,0,195.54
CUST1508,27,Female,Urban,High,2,56.99,359,1463,1,228.43
CUST1509,60,Male,Urban,Low,4,38.47,342,1791,0,755.07
CUST1510,61,Male,Urban,Medium,9,36.25,105,1278,1,571.16
CUST1511,46,Female,Urban,Medium,2,47.86,42,1196,0,313.65
CUST1512,30,Female,Suburban,Medium,5,10.0,176,607,0,83.15
CUST1513,29,Male,Urban,Low,6,49.42,245,569,0,462.25
CUST1514,48,Female,Urban,Low,6,45.16,253,154,1,57.16
CUST1515,63,Female,Rural,Low,6,67.58,274,1265,0,1405.29
CUST1516,19,Female,Suburban,High,5,74.49,334,963,0,982.66
CUST1517,52,Female,Urban,Medium,5,101.43,92,1481,0,2057.78
CUST1518,40,Male,Rural,Medium,5,61.59,11,1490,0,1257.11
CUST1519,34,Female,Urban,High,5,53.04,152,621,0,451.2
CUST1520,43,Female,Urban,Medium,2,38.68,189,1291,0,273.62
CUST1521,25,Female,Suburban,High,2,29.02,164,673,0,107.02
CUST1522,46,Female,Suburban,Medium,7,68.28,126,357,0,467.48
CUST1523,43,Female,Urban,Low,4,49.45,211,841,1,227.88
CUST1524,27,Male,Urban,High,5,58.5,97,1172,0,939.21
CUST1525,43,Female,Suburban,Medium,2,50.37,309,75,1,10.35
CUST1526,51,Female,Urban,Low,4,50.89,339,113,0,63.02
CUST1527,58,Female,Rural,Medium,6,54.38,47,823,0,735.69
CUST1528,24,Female,Urban,Low,3,58.44,308,381,0,183.01
CUST1529,21,Female,Rural,Medium,6,68.81,224,1066,0,1205.78
CUST1530,62,Male,Suburban,High,3,25.35,57,666,0,138.77
CUST1531,28,Female,Rural,High,9,61.72,75,1890,0,2876.32
CUST1532,46,Male,Suburban,High,0,24.24,254,1225,0,0.0
CUST1533,53,Male,Suburban,Low,2,64.03,151,263,0,92.27
CUST1534,42,Female,Urban,Medium,3,56.4,59,1234,0,572.04
CUST1535,38,Female,Urban,Low,9,48.47,325,1104,0,1319.45
CUST1536,53,Male,Urban,High,4,49.25,86,810,1,218.59
CUST1537,27,Male,Rural,Medium,7,52.74,170,710,1,359.07
CUST1538,54,Female,Rural,Medium,6,71.82,146,1448,0,1709.51
CUST1539,26,Male,Urban,Medium,9,70.05,327,962,1,830.81
CUST1540,41,Male,Urban,Medium,4,67.71,33,1881,1,697.88
CUST1541,52,Male,Urban,Medium,7,23.07,3,1853,0,819.84
CUST1542,52,Male,Suburban,High,3,61.52,284,1482,0,749.36
CUST1543,53,Male,Urban,High,5,10.0,257,1327,1,90.89
CUST1544,35,Male,Suburban,Low,4,10.0,126,890,0,97.53
CUST1545,56,Male,Rural,Medium,2,72.48,113,1260,0,500.41
CUST1546,49,Female,Urban,High,1,21.06,303,177,0,10.21
CUST1547,41,Female,Urban,Low,2,46.42,293,329,1,41.84
CUST1548,40,Female,Urban,Medium,5,78.09,342,1985,1,1061.7
CUST1549,49,Male,Urban,Low,5,61.68,48,1506,0,1272.47
CUST1550,54,Male,Urban,Medium,5,57.4,364,578,1,227.24
CUST1551,29,Female,Urban,Low,8,48.91,275,1726,0,1850.27
CUST1552,30,Male,Rural,Medium,6,52.52,195,1007,0,869.39
CUST1553,40,Female,Urban,Low,3,37.5,339,412,0,126.99
CUST1554,42,Female,Urban,Medium,3,40.41,225,1840,1,305.57
CUST1555,52,Female,Rural,High,5,51.73,213,829,0,587.45
CUST1556,58,Male,Suburban,High,3,54.65,321,1671,0,750.58
CUST1557,47,Male,Urban,High,2,46.84,282,563,0,144.5
CUST1558,34,Female,Suburban,Medium,6,10.0,138,1286,0,211.4
CUST1559,37,Male,Urban,Low,6,81.3,355,1687,0,2254.57
CUST1560,42,Female,Suburban,Low,6,68.75,333,1182,0,1335.82
CUST1561,39,Female,Suburban,High,6,45.92,70,1875,1,707.67
CUST1562,30,Other,Suburban,Medium,7,69.37,299,1782,0,2370.74
CUST1563,36,Male,Urban,Low,2,42.83,70,1713,0,402.02
CUST1564,53,Female,Rural,Medium,7,56.35,208,599,0,647.33
CUST1565,29,Female,Urban,Low,4,11.54,200,960,0,121.41
CUST1566,58,Male,Urban,Low,5,55.13,59,266,0,200.88
CUST1567,36,Male,Urban,High,5,44.37,259,1635,1,496.88
CUST1568,29,Female,Urban,High,5,54.36,341,995,0,740.93
CUST1569,26,Male,Urban,Medium,4,84.2,351,730,1,336.8
CUST1570,24,Male,Rural,High,4,49.64,334,783,1,212.98
CUST1571,45,Male,Rural,Medium,3,40.85,357,604,0,202.8
CUST1572,31,Female,Urban,Medium,3,41.07,339,1538,0,519.17
CUST1573,48,Female,Urban,Low,7,21.68,165,1294,0,538.02
CUST1574,36,Female,Urban,Low,5,58.08,245,986,0,784.48
CUST1575,64,Male,Urban,Medium,4,60.69,84,1046,0,695.69
CUST1576,33,Male,Urban,High,9,51.31,309,1750,0,2214.06
CUST1577,22,Female,Rural,Medium,5,68.4,114,800,0,749.59
CUST1578,52,Female,Urban,Low,5,68.59,234,1794,1,842.81
CUST1579,29,Male,Urban,Low,6,51.4,262,252,0,212.92
CUST1580,42,Female,Urban,High,6,61.71,172,1152,0,1168.6
CUST1581,38,Other,Rural,Low,6,93.45,18,1812,0,2783.53
CUST1582,53,Female,Suburban,Medium,4,33.56,235,586,0,215.52
CUST1583,40,Female,Rural,Low,3,65.46,310,940,0,505.75
CUST1584,33,Female,Suburban,Low,4,51.74,157,302,1,85.62
CUST1585,56,Male,Urban,Medium,5,70.91,211,1452,1,705.21
CUST1586,62,Female,Urban,Medium,2,34.13,281,1570,0,293.61
CUST1587,59,Other,Suburban,Medium,6,54.01,319,459,0,407.52
CUST1588,56,Male,Urban,Low,0,36.41,196,552,0,0.0
CUST1589,31,Female,Suburban,High,9,14.66,115,989,0,357.5
CUST1590,48,Female,Urban,Low,3,78.09,160,1401,1,449.61
CUST1591,22,Female,Urban,Medium,10,41.31,155,939,1,531.37
CUST1592,52,Female,Suburban,High,4,33.15,51,1604,0,582.71
CUST1593,40,Female,Suburban,Low,4,38.46,284,480,0,202.31
CUST1594,46,Female,Suburban,High,7,86.49,73,1041,0,1726.72
CUST1595,60,Male,Urban,Low,5,76.21,328,71,0,74.12
CUST1596,28,Female,Suburban,Medium,4,45.64,341,1768,0,884.29
CUST1597,35,Male,Urban,Medium,10,67.23,110,123,0,226.56
CUST1598,64,Male,Urban,High,5,28.49,286,515,0,200.99
CUST1599,29,Male,Urban,Low,7,60.47,221,546,0,633.2
CUST1600,26,Female,Urban,Medium,3,41.39,9,1617,0,550.09
CUST1601,27,Male,Urban,High,4,58.72,82,1203,0,774.14
CUST1602,61,Female,Urban,Medium,3,22.52,320,746,0,138.08
CUST1603,34,Female,Urban,Medium,2,38.1,294,1865,0,389.35
CUST1604,55,Female,Urban,Low,3,53.64,22,528,0,232.78
CUST1605,24,Male,Urban,Medium,6,53.43,99,400,1,175.66
CUST1606,63,Female,Urban,Low,7,20.74,170,1010,0,401.73
CUST1607,30,Female,Urban,Low,5,30.56,190,728,1,152.38
CUST1608,57,Female,Suburban,Medium,3,58.47,106,514,0,247.02
CUST1609,59,Male,Urban,Medium,3,56.12,320,694,0,320.11
CUST1610,26,Male,Urban,High,7,63.11,265,1436,0,1738.03
CUST1611,44,Male,Urban,High,3,53.8,351,657,0,290.52
CUST1612,19,Male,Suburban,Medium,4,28.94,168,1714,0,543.6
CUST1613,22,Male,Rural,High,7,42.92,344,761,1,313.2
CUST1614,46,Female,Suburban,Medium,4,60.62,113,221,0,146.82
CUST1615,54,Male,Suburban,Low,2,29.97,328,1798,0,295.27
CUST1616,55,Male,Urban,Medium,3,27.48,306,865,0,195.37
CUST1617,36,Male,Suburban,Low,2,43.94,148,1274,0,306.74
CUST1618,25,Male,Suburban,Medium,8,55.43,337,1100,1,668.2
CUST1619,62,Male,Urban,High,6,13.14,220,156,1,16.85
CUST1620,18,Male,Urban,Medium,12,45.15,33,1856,0,2755.02
CUST1621,39,Male,Urban,High,4,60.37,220,756,0,500.16
CUST1622,34,Female,Rural,Low,3,64.31,319,1060,0,560.29
CUST1623,24,Other,Suburban,Medium,1,29.92,185,725,1,29.72
CUST1624,42,Male,Suburban,Low,6,57.44,193,1169,0,1103.79
CUST1625,62,Male,Urban,Medium,2,69.87,361,593,1,113.51
CUST1626,21,Female,Urban,Medium,4,62.13,180,395,0,268.95
CUST1627,53,Male,Urban,Medium,4,41.76,355,1099,1,251.48
CUST1628,23,Male,Urban,Low,5,10.0,6,422,0,57.81
CUST1629,48,Female,Rural,Low,4,54.19,9,983,0,583.77
CUST1630,36,Male,Suburban,Low,5,81.57,357,52,0,58.1
CUST1631,61,Female,Urban,Medium,7,66.48,61,1184,1,754.78
CUST1632,56,Female,Rural,High,6,65.09,163,1180,1,631.28
CUST1633,44,Male,Urban,Low,4,53.37,99,474,1,138.62
CUST1634,27,Male,Rural,Medium,5,67.94,148,806,1,375.07
CUST1635,43,Female,Urban,High,3,56.06,58,1362,0,627.56
CUST1636,36,Male,Urban,Medium,1,15.07,215,737,1,15.21
CUST1637,56,Male,Urban,Medium,4,67.83,316,462,1,171.71
CUST1638,20,Female,Urban,High,5,32.78,182,502,0,225.42
CUST1639,62,Female,Urban,Low,6,51.34,35,77,0,64.98
CUST1640,30,Male,Suburban,Low,4,64.78,303,1944,0,1380.08
CUST1641,45,Female,Rural,Low,5,35.02,46,1135,0,544.49
CUST1642,37,Male,Suburban,High,7,30.29,87,1162,1,337.51
CUST1643,45,Female,Urban,High,5,59.54,4,292,0,238.16
CUST1644,25,Female,Suburban,Medium,5,27.73,266,1920,0,729.34
CUST1645,58,Female,Urban,Low,9,46.14,107,1084,0,1233.27
CUST1646,56,Female,Urban,Medium,3,72.57,75,387,0,230.83
CUST1647,18,Other,Suburban,Low,5,82.53,40,597,0,674.94
CUST1648,20,Male,Suburban,Low,3,14.37,127,509,1,30.06
CUST1649,30,Female,Urban,Medium,5,45.63,183,896,0,560.06
CUST1650,45,Male,Urban,High,4,75.4,119,1242,1,513.13
CUST1651,42,Male,Rural,High,3,42.04,73,1058,0,365.58
CUST1652,50,Male,Urban,Medium,7,65.84,40,1339,1,845.37
CUST1653,55,Female,Urban,Low,5,67.35,204,1843,0,1700.36
CUST1654,23,Other,Suburban,Low,3,37.78,96,1710,0,530.99
CUST1655,61,Male,Urban,Medium,3,58.57,279,1447,0,696.58
CUST1656,62,Male,Urban,Medium,6,59.79,143,1508,1,741.07
CUST1657,49,Female,Urban,High,7,68.2,115,737,0,963.96
CUST1658,62,Male,Suburban,Medium,7,17.5,133,455,0,152.71
CUST1659,64,Male,Suburban,Medium,4,75.86,168,1080,1,448.92
CUST1660,38,Female,Suburban,Low,4,63.74,245,156,0,108.97
CUST1661,33,Female,Rural,Low,1,27.39,277,164,0,12.31
CUST1662,38,Other,Suburban,Medium,4,47.44,259,1588,0,825.59
CUST1663,28,Male,Urban,Low,3,66.76,46,360,0,197.54
CUST1664,54,Male,Urban,Medium,2,28.46,346,1682,0,262.3
CUST1665,53,Female,Suburban,High,6,31.51,335,421,0,218.07
CUST1666,52,Female,Suburban,Medium,2,50.37,237,37,1,5.11
CUST1667,36,Female,Suburban,Low,6,41.28,53,642,0,435.65
CUST1668,37,Female,Suburban,Low,6,55.02,148,1314,0,1188.43
CUST1669,35,Male,Urban,Medium,6,66.46,187,1252,0,1367.8
CUST1670,64,Female,Urban,Medium,6,55.44,21,627,0,571.41
CUST1671,58,Male,Urban,Medium,6,49.79,90,1793,0,1467.51
CUST1672,31,Male,Urban,Medium,5,66.55,233,415,1,189.17
CUST1673,32,Female,Urban,Medium,7,47.9,215,501,1,230.12
CUST1674,48,Male,Suburban,Medium,7,35.09,51,208,1,69.99
CUST1675,18,Male,Suburban,Medium,9,73.11,153,479,0,863.5
CUST1676,20,Female,Urban,High,5,10.0,324,1293,1,88.56
CUST1677,33,Male,Urban,Medium,4,51.28,116,1577,1,443.12
CUST1678,40,Female,Urban,Low,7,42.73,214,844,0,691.64
CUST1679,28,Male,Urban,Medium,5,31.54,339,1799,0,777.27
CUST1680,29,Female,Suburban,Medium,5,55.97,351,1236,0,947.66
CUST1681,27,Male,Suburban,High,4,59.19,137,1847,0,1198.07
CUST1682,49,Male,Suburban,Medium,9,33.42,285,387,1,159.45
CUST1683,33,Other,Suburban,High,5,22.08,71,405,0,122.5
CUST1684,25,Female,Suburban,High,6,23.88,245,1994,0,782.74
CUST1685,55,Female,Urban,Medium,0,86.26,38,731,0,0.0
CUST1686,29,Male,Urban,Medium,6,88.47,216,867,0,1260.88
CUST1687,41,Female,Urban,Medium,8,50.59,127,1780,0,1973.7
CUST1688,45,Female,Rural,High,4,22.57,72,1823,1,225.45
CUST1689,25,Female,Urban,Medium,6,47.09,226,567,0,438.9
CUST1690,45,Female,Urban,Low,3,10.0,315,811,1,33.33
CUST1691,53,Male,Rural,Medium,3,56.29,284,111,0,51.35
CUST1692,43,Male,Rural,Low,7,30.12,302,1411,0,815.06
CUST1693,25,Female,Suburban,Medium,4,25.8,246,214,0,60.51
CUST1694,45,Male,Urban,Low,2,69.55,71,317,1,60.4
CUST1695,45,Male,Urban,Medium,1,46.92,195,1115,0,143.33
CUST1696,54,Female,Urban,High,7,67.31,38,912,0,1177.28
CUST1697,58,Female,Urban,Low,2,74.14,117,536,0,217.75
CUST1698,53,Female,Urban,Low,5,48.21,238,1515,1,500.26
CUST1699,44,Female,Urban,Low,6,49.9,364,59,0,48.4
CUST1700,34,Female,Rural,Medium,7,71.17,204,1962,0,2677.94
CUST1701,26,Male,Urban,Medium,5,39.22,351,965,0,518.46
CUST1702,50,Male,Suburban,Low,5,73.09,319,60,0,60.07
CUST1703,37,Male,Suburban,Low,8,10.0,359,1346,1,147.51
CUST1704,30,Male,Urban,Medium,5,42.9,5,1226,1,360.24
CUST1705,45,Female,Suburban,Low,6,53.74,157,1667,0,1472.62
CUST1706,46,Male,Urban,Medium,3,25.9,107,1181,1,125.7
CUST1707,30,Male,Urban,Low,9,57.39,228,115,1,81.37
CUST1708,63,Male,Suburban,Medium,5,53.44,142,1368,0,1001.45
CUST1709,52,Male,Urban,Low,5,35.36,314,57,1,13.8
CUST1710,23,Male,Rural,Medium,7,34.59,172,151,0,100.17
CUST1711,35,Male,Urban,Low,4,32.56,146,1304,0,465.3
CUST1712,22,Male,Suburban,Medium,6,18.67,7,602,0,184.76
CUST1713,64,Male,Urban,High,4,82.2,343,432,0,389.16
CUST1714,42,Male,Urban,High,5,45.79,353,712,0,446.61
CUST1715,19,Female,Urban,Medium,6,22.94,301,1496,1,282.07
CUST1716,27,Male,Suburban,Medium,2,47.55,16,301,1,39.21
CUST1717,47,Male,Rural,High,9,54.8,320,866,1,585.08
CUST1718,62,Female,Rural,Medium,2,33.64,37,1865,0,343.77
CUST1719,22,Male,Urban,Low,5,42.71,153,142,1,41.54
CUST1720,50,Female,Suburban,High,5,76.08,265,1759,0,1833.22
CUST1721,18,Female,Suburban,Medium,2,26.64,183,1447,0,211.22
CUST1722,35,Male,Suburban,Low,5,38.37,156,1996,0,1049.13
CUST1723,49,Female,Urban,Low,10,10.0,137,48,0,13.15
CUST1724,64,Male,Suburban,Low,2,86.47,90,1905,0,902.6
CUST1725,28,Female,Rural,Medium,4,63.16,218,634,0,438.83
CUST1726,38,Male,Urban,Low,6,49.01,330,1782,1,717.83
CUST1727,43,Female,Rural,Low,7,35.64,186,494,1,168.83
CUST1728,42,Male,Suburban,Low,7,34.64,209,720,1,239.16
CUST1729,39,Female,Urban,Medium,3,44.62,51,1040,0,381.41
CUST1730,44,Female,Urban,Medium,6,59.92,288,1962,1,966.27
CUST1731,30,Male,Urban,Medium,9,28.73,88,1244,1,440.63
CUST1732,50,Male,Suburban,Low,6,40.74,136,1546,0,1035.35
CUST1733,51,Female,Rural,Low,8,67.15,158,1965,1,1446.02
CUST1734,58,Female,Urban,High,7,82.18,282,1043,0,1643.83
CUST1735,52,Male,Rural,Medium,4,60.87,155,192,0,128.08
CUST1736,18,Female,Rural,Medium,3,36.76,220,1665,0,503.06
CUST1737,38,Other,Urban,Low,10,46.9,167,728,0,935.43
CUST1738,23,Female,Rural,Medium,4,58.25,322,324,1,103.41
CUST1739,45,Male,Rural,Medium,3,44.17,179,608,0,220.73
CUST1740,34,Female,Suburban,Low,10,64.24,329,1126,0,1981.76
CUST1741,22,Male,Suburban,Low,12,35.4,50,1797,1,1045.71
CUST1742,48,Other,Rural,Medium,2,82.27,301,730,1,164.54
CUST1743,22,Female,Suburban,High,3,48.25,87,1615,0,640.47
CUST1744,55,Male,Urban,High,2,37.38,33,1362,0,278.97
CUST1745,20,Female,Rural,Medium,8,61.83,275,331,0,448.56
CUST1746,40,Male,Suburban,Medium,3,30.42,141,1361,0,340.29
CUST1747,54,Other,Suburban,Low,7,52.96,206,153,0,155.4
CUST1748,54,Other,Urban,Medium,5,78.03,224,698,0,746.1
CUST1749,27,Female,Suburban,Medium,6,25.67,113,1314,1,277.24
CUST1750,27,Male,Urban,Low,2,73.83,278,224,1,45.31
CUST1751,36,Female,Rural,High,4,24.18,353,871,0,230.8
CUST1752,34,Male,Urban,Low,9,66.41,5,380,0,622.25
CUST1753,38,Male,Urban,Medium,7,31.07,212,1896,0,1129.76
CUST1754,31,Female,Urban,Medium,4,73.84,256,1821,0,1473.56
CUST1755,26,Male,Urban,Medium,3,38.48,334,1989,0,629.07
CUST1756,63,Male,Suburban,Medium,1,42.87,30,518,0,60.84
CUST1757,18,Other,Rural,Low,5,31.23,347,229,0,97.97
CUST1758,62,Male,Rural,High,2,10.0,82,913,0,50.03
CUST1759,30,Male,Urban,Medium,7,27.15,236,537,0,279.61
CUST1760,21,Female,Urban,Medium,6,16.31,344,927,0,248.54
CUST1761,18,Male,Rural,High,4,10.0,361,1633,0,178.96
CUST1762,57,Female,Rural,Medium,6,55.88,323,475,0,436.32
CUST1763,49,Other,Urban,Low,4,80.5,253,109,0,96.16
CUST1764,51,Female,Urban,Medium,4,85.95,118,774,0,729.04
CUST1765,45,Female,Urban,Low,5,26.75,30,727,0,266.4
CUST1766,48,Male,Rural,Low,4,47.8,111,1670,0,874.81
CUST1767,25,Male,Suburban,Medium,6,73.3,254,1522,0,1833.91
CUST1768,56,Female,Urban,High,9,23.77,199,1890,1,553.87
CUST1769,43,Female,Urban,Low,4,74.07,295,1495,0,1213.53
CUST1770,51,Female,Rural,Medium,3,74.4,342,960,0,587.05
CUST1771,20,Male,Urban,Low,6,11.08,297,683,1,62.2
CUST1772,29,Male,Urban,Medium,5,10.0,287,1964,1,134.52
CUST1773,18,Male,Suburban,Medium,6,42.0,244,931,0,642.77
CUST1774,61,Female,Urban,Medium,2,68.76,221,301,1,56.7
CUST1775,22,Male,Urban,Low,3,19.61,156,1396,0,225.0
CUST1776,47,Female,Rural,Medium,1,10.0,236,153,1,2.1
CUST1777,47,Female,Rural,High,5,51.29,320,1276,0,896.52
CUST1778,34,Male,Rural,Medium,7,62.66,19,1543,1,927.11
CUST1779,64,Female,Rural,Medium,3,36.4,215,715,1,106.96
CUST1780,40,Male,Suburban,High,3,38.03,114,1756,0,548.88
CUST1781,32,Female,Rural,Low,8,62.53,200,681,1,466.66
CUST1782,54,Female,Urban,Medium,3,32.6,25,326,0,87.35
CUST1783,38,Female,Suburban,High,1,34.1,121,1172,0,109.49
CUST1784,31,Female,Rural,Low,5,55.55,230,816,0,620.94
CUST1785,19,Male,Urban,Medium,12,57.78,99,1129,1,1072.33
CUST1786,28,Male,Urban,Low,4,45.52,346,650,0,324.25
CUST1787,56,Female,Urban,Medium,6,79.69,3,1684,0,2205.99
